SETID,DEPTID,DESCR,GL_EXPENSE,DESCR50
CR_ID,1561,FUL - CS Ops -Audible Indirect,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1562,FUL - CS Ops - Audible direct,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1563,CS OPs variable - Alt Lang 5,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1564,CS OPs fixed - Alt Lang 5,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1565,CS OPs variable- Alt Lang 6,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1566,CS OPs fixed - Alt Lang 6,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1567,CS-Woot Variable,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1568,CS-Woot Fixed,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1570,FUL-CS Ops-Kindle(D2) indirect,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1579,AWS Customer Service,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,1580,Digital Var Ops,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1581,CS Operations Mgmt WFH,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1582,CS Ops - Variable - WFH,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1583,CS - Kindle Support Operations,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1585,Fixed Digital Corp - CS,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1590,FUL - CS Ops-Kindle (D2)direct,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1590HR,CS - Technical Support Ops HR,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1591,CS-Tech Supp Ops Alt Language2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1592,CS-Tech Supp Ops Alt Language3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CR_ID,1593,"Seller, Vendor and Brand-ops",MERCHANT SERVICES,Technical Account Management
CR_ID,1596,"Seller, Vendor and Brand-PP",MERCHANT SERVICES,Technical Account Management
CR_ID,1597,Seller&Vendor-Cross Functional,MERCHANT SERVICES,Technical Account Management
CR_ID,1597HR,HR - TAM Cross Functional,MERCHANT SERVICES,TAM HR
CR_ID,1599,"Seller,Vendor &Brand- Business",MERCHANT SERVICES,Technical Account Management
CR_ID,1604,SCOT-Optimal Delivery Engineer,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,1620,TRMS Compliance,MERCHANT SERVICES,Risk Management and Fraud
CR_ID,1631,Seller and Brand Support - CA,MERCHANT SERVICES,Technical Account Management
CR_ID,1632,Seller and Brand Support - UK,MERCHANT SERVICES,Technical Account Management
CR_ID,1633,Seller and Brand Support - DE,MERCHANT SERVICES,Technical Account Management
CR_ID,1634,Seller and Brand Support - FR,MERCHANT SERVICES,Technical Account Management
CR_ID,1635,Seller and Brand Support - ES,MERCHANT SERVICES,Technical Account Management
CR_ID,1636,Seller and Brand Support - IT,MERCHANT SERVICES,Technical Account Management
CR_ID,1637,Seller and Brand Support - JP,MERCHANT SERVICES,Technical Account Management
CR_ID,1638,Seller and Brand Support - IN,MERCHANT SERVICES,Technical Account Management
CR_ID,1639,Seller & Brand Supp-Emerging,MERCHANT SERVICES,Technical Account Management
CR_ID,1641,Vendor Support - CA - Prod,MERCHANT SERVICES,Seller Website Business
CR_ID,1642,Vendor Support - UK - Prod,MERCHANT SERVICES,Seller Website Business
CR_ID,1643,Vendor Support - DE - Prod,MERCHANT SERVICES,Seller Website Business
CR_ID,1644,Vendor Support - FR - Prod,MERCHANT SERVICES,Seller Website Business
CR_ID,1645,Vendor Support - ES - Prod,MERCHANT SERVICES,Seller Website Business
CR_ID,1646,Vendor Support - IT - Prod,MERCHANT SERVICES,Seller Website Business
CR_ID,1647,Vendor Support - JP - Prod,MERCHANT SERVICES,Seller Website Business
CR_ID,1649,Vendor Support - Emerging OUs,MERCHANT SERVICES,Seller Website Business
CR_ID,1710,Regional RME,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1716,Payment Products NA,MERCHANT SERVICES,Amazon Payment Products
CR_ID,1717,Gift Certificates - Corporate,MERCHANT SERVICES,Amazon Payment Products
CR_ID,1721,Ops Construction,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1777,Customer and Brand Trust: Var,MERCHANT SERVICES,Merchant Technologies
CR_ID,1850,WFM Retail Store,FINANCE,Global Consumer FPA
CR_ID,1851,WFM Non-Retail Distribution,FINANCE,Global Consumer FPA
CR_ID,1852,WFM Non-Retail Production,FINANCE,Global Consumer FPA
CR_ID,1853,WFM Regional Store Support,FINANCE,Global Consumer FPA
CR_ID,1854,WFM Global Store Sprt-Perish,FINANCE,Global Consumer FPA
CR_ID,1855,WFM Global Store Sprt-Culinary,FINANCE,Global Consumer FPA
CR_ID,1856,WFM Global Store Sprt-Non-Peri,FINANCE,Global Consumer FPA
CR_ID,1857,WFM Fulfillment -Variable,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,1900,Amazon Air - COGS,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1901,Amazon Air - Corporate,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1902,Amazon Freight Exchange,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1903,AmazonFreightExchange-Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1904,Amazon Air - Field Fixed,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1916,Seven G&A,KINDLE CONTENT,WW Retail Marketing
CR_ID,1917,Souq Corp Ops,KINDLE CONTENT,Operations Admin
CR_ID,1918,Souq Marketing - Fixed,KINDLE CONTENT,WW Retail Marketing
CR_ID,1950,Supply Chain Administration,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,1951,Consumer Payments,MERCHANT SERVICES,Amazon Payment Products
CR_ID,2000,After Market Services (AMS),NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,2002,Consumer Training & Learning,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,2010,Delivery Experience,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,2100,POD & MOD,BUSINESS DEV AND CPC,IMDb
CR_ID,2140,External Fulfillment,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,2150,SCOT-Inventory Planning,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,2157,Supply Chain Execution,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,2160,Returns,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,2200,FBA PM Tech,MERCHANT SERVICES,FBA
CR_ID,2202,TRMS Operations,MERCHANT SERVICES,Risk Management and Fraud
CR_ID,2213,Instock Mgmt-Beauty & Grooming,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,2246,Hardlines ACES,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,2401,Information Security Payments,E-COMMERCE PLATFORM,Payments Engineering
CR_ID,2504,Textbooks On Campus,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,2505,Media Shopping XP,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,2506,Customer and Brand Trust: Tech,MERCHANT SERVICES,Technical Account Management
CR_ID,2507,Claims Investigations,MERCHANT SERVICES,Risk Management and Fraud
CR_ID,2508,Know Your Customer (KYC),MERCHANT SERVICES,Risk Management and Fraud
CR_ID,2509,Product Quality Investigations,MERCHANT SERVICES,Risk Management and Fraud
CR_ID,2511,Amazon Pay-Risk Investigations,MERCHANT SERVICES,Payments - EPS
CR_ID,2512,AWS Variable Fraud,AMAZON WEB SERVICES,AWS - Utility Computing
CR_ID,2513,Sanctions Screening Invstgtns,MERCHANT SERVICES,Risk Management and Fraud
CR_ID,2514,Suspicious Activity Monitoring,MERCHANT SERVICES,Risk Management and Fraud
CR_ID,2515,Marketplace Abuse (MPA),NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,2518,EPS - Risk & Sales,E-COMMERCE PLATFORM,Payments Engineering
CR_ID,2519,Chargeback Investigators,MERCHANT SERVICES,Risk Management and Fraud
CR_ID,2522,Buying Ops,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,2549,Operations and Supply Chain,KINDLE DEVICE,Device Operations
CR_ID,2550,Quality and Lean,DIGITAL,Device Operations
CR_ID,2551,Supply Chain Planning,DIGITAL,Device Operations
CR_ID,2552,Global Manufacturing &Ops Engg,DIGITAL,Device Operations
CR_ID,2553,Supply Chain and Compliance,DIGITAL,Device Operations
CR_ID,2554,"Product Ops: Echo, eReader,SMP",DIGITAL,Device Operations
CR_ID,2555,Global Operations Support,DIGITAL,Device Operations
CR_ID,2556,AME/NPI,DIGITAL,Device Operations
CR_ID,2558,New Technology Operations,DIGITAL,New Initiatives
CR_ID,2559,Product Operations: SMP & Echo,DIGITAL,New Initiatives
CR_ID,2560,Accessories Operations,DIGITAL,Device Operations
CR_ID,2561,"Amazon Devices - Tablet, AUCC",KINDLE DEVICE,New Initiatives
CR_ID,2562,Amazon Devices -Direct Sales,KINDLE DEVICE,Device Software
CR_ID,2563,Amazon Devices - Cross Product,KINDLE DEVICE,Device Software
CR_ID,2564,Amazon Devices-Global SalesOps,KINDLE DEVICE,Device Software
CR_ID,2567,Devices Global Logistics,KINDLE DEVICE,Device Operations
CR_ID,2568,Devices Reverse Logistics,KINDLE DEVICE,Device Operations
CR_ID,2698,Home Innovation Team,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,2700,WW Operations,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,2878,Softlines Tech Initiatives,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,3800,Credit Card and Bad Debt,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,3802,AWS Bad Debt,AMAZON WEB SERVICES,AWS - Administration
CR_ID,3806,WFM CostofPayments-Variable,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,3807,Prime Subscription Bad Debt,FINANCE,Finance Operations
CR_ID,3878,Fit,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4000,AWS Commercial Sales-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4001,AWS Professional Services,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4002,AWS Sales Training,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4003,AWS Solutions Architecture,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4004,AWS Business Development,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4005,AWS Partner Program,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4006,AWS Public Sector Sales-Fixed,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4007,AWS Partner Network,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4008,AWS International Product Mgmt,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4010,Elemental Support - Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4011,International Expansn Paymnts,MERCHANT SERVICES,Amazon Payment Products
CR_ID,4012,Social Shopping - Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CR_ID,4013,Payment Products Variable,MERCHANT SERVICES,Amazon Payment Products
CR_ID,4016,AWS Specialized Sales-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4017,AWS Specl Sales Soln Arch-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4018,AWS Global Accounts Arch-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4019,AWS Partner Services Arch-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4020,AWS Financial Service Arch-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4021,AWS Global Account-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4022,AWS FinancialServices-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4023,AWS Regional Sales OpsSupp-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4024,AWS WW OPS Strat Cust Eng-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4025,AWS WW OperationEnablement-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4026,AWS GBO Comp and Invoicing-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4027,AWS GBO Systems-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4028,AWS Partners Support-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4030,AWS Business Dev Support-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4032,AWS Inside Sales-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4033,AWS Enterprz Customer Serv Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4034,AWS Enterprise Customer Servic,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4035,AWS GCR Sales-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4036,AWS GCR Professional Srvc-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4037,AWS GCR SalesTraining-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4038,AWS GCR Soln Arch-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4039,AWS GCR Busn Development-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4040,Amazon Restaurants Variable,BUSINESS DEV AND CPC,Amazon Local
CR_ID,4041,Traffic-Variable Marketing Chn,DIGITAL,Marketing and D&A
CR_ID,4042,AWS Demand Gen-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4121,Public Relations - Consumer,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CR_ID,4122,Public Relations - Corp Comm,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CR_ID,4123,Public Relations - Ops,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CR_ID,4124,Public Relations - Devices,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CR_ID,4125,Public Relations - Books 4125,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CR_ID,4126,Public Relations - AWS,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CR_ID,4127,Public Relations - DMVS,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CR_ID,4128,Public Relations-Physical Str,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CR_ID,4129,Public Relations in Community,WW CORPORATE AFFAIRS,Strategic Communication
CR_ID,4140,Amazon Tickets Variable,BUSINESS DEV AND CPC,Amazon Local
CR_ID,4200,Business Development,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4210,Affiliate Marketing-Associates,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4300,Search Traffic Marketing,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4301,Marketing & Advertising-Fixed,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4302,LaunchPad,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4303,Digital mass and brand market,DIGITAL,Marketing and D&A
CR_ID,4308,Amazon Local CommerceMarketing,BUSINESS DEV AND CPC,Amazon Local
CR_ID,4312,Subsidiary Marketing & Sales,FINANCE,Merchant Services Finance
CR_ID,4313,Amazon Publisher Services,BUSINESS DEV AND CPC,MEDIA
CR_ID,4315,Mktg-Promotions,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4321,VAS Variable,MERCHANT SERVICES,Merchant Technologies
CR_ID,4322,Guru Operations Variable,KINDLE DEVICE,North American Sales
CR_ID,4329,Channel Sales - Softlines,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4330,Strategic Communication,WW CORPORATE AFFAIRS,Strategic Communication
CR_ID,4331,Channels Sales,MERCHANT SERVICES,International Sales
CR_ID,4333,Small Business Solutions Sales,INTERNATIONAL RETAIL,International Sales
CR_ID,4334,Other Corporate Development,BUSINESS DEV AND CPC,Biz Dev/Corp Dev/DPReview
CR_ID,4336,Advertising Sales Mgmt -Fixed,BUSINESS DEV AND CPC,WW Advertising
CR_ID,4338,Advertising Field Sales -Var,BUSINESS DEV AND CPC,WW Advertising
CR_ID,4342,Merchant Sales Support Var,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4343,ChannelSales India-EU business,INTERNATIONAL RETAIL,International Sales
CR_ID,4346,Ad Marketing - Fixed,BUSINESS DEV AND CPC,WW Advertising
CR_ID,4347,Advertising Scaled Services,BUSINESS DEV AND CPC,WW Advertising
CR_ID,4348,Advertising Prdct/Prgm Mgmnt,BUSINESS DEV AND CPC,WW Advertising
CR_ID,4349,Advertising Custom Program,BUSINESS DEV AND CPC,WW Advertising
CR_ID,4351,Moderation Automation RelevSys,BUSINESS DEV AND CPC,MEDIA
CR_ID,4365,Product Co-op Mktg,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4380,Amazon Pay-PM/Marketing,MERCHANT SERVICES,Payments - EPS
CR_ID,4385,Amazon Pay Marketing,KINDLE DEVICE,Payments - EPS
CR_ID,4440,AWS GCR Public Sector Sales,AMAZON WEB SERVICES,Web Services Fixed
CR_ID,4441,AWS GCR Partner Program-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4450,WW Advertising & Marketing Ops,KINDLE DEVICE,Kindle China
CR_ID,4451,Dig Tech Mgmt - BD/Mktg,DIGITAL,New Initiatives
CR_ID,4460,Marketing Measurement,KINDLE DEVICE,Kindle Device Management
CR_ID,4465,XCM #4,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4470,XCM #5,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4475,XCM #6,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4480,XCM #7,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4485,XCM #8,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4490,XCM #9,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4501,Buyer Risk Investigations,MERCHANT SERVICES,Risk Management and Fraud
CR_ID,4502,Transaction Risk Management,MERCHANT SERVICES,Risk Management and Fraud
CR_ID,4503,Core Machine Learning,MERCHANT SERVICES,Machine Learning
CR_ID,4506,Merchant Risk Investigations,MERCHANT SERVICES,Risk Management and Fraud
CR_ID,4506HR,Merchant Risk Invstgatns HR,MERCHANT SERVICES,Risk Management and Fraud
CR_ID,4513,Marketplace Recruit and Dev,MERCHANT SERVICES,North American Sales
CR_ID,4515,Global Channels Sales,MERCHANT SERVICES,International Sales
CR_ID,4516,Global Sales Support,MERCHANT SERVICES,International Sales
CR_ID,4517,ChannelSales Support-Softlines,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4600,AWS - Marketing,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4601,AWS Marketing - Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,4602,Elemental Marketing - Variable,AMAZON WEB SERVICES,AWS - Utility Computing
CR_ID,4700,GC Discount,E-COMMERCE PLATFORM,Payments Platform
CR_ID,4800,Softlines Marketing,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4850,WFM Marketing,FINANCE,Global Consumer FPA
CR_ID,4851,WFM Marketing -Variable,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4852,WFM Other -Variable,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,4878,Project Compass,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5009,AWS Sales&BD Devlper Resources,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CR_ID,5010,Consumables Selection Team,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5050,WW Retail Media Management,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5052,Spain - Retail Management,INTERNATIONAL RETAIL,Intl Retail - EU
CR_ID,5053,BuyVIP,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5054,BuyVIP Marketing,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5055,NA Retail Expansion,NORTH AMERICA RETAIL,Med-Canada/NA Exp
CR_ID,5060,Books Management,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5089,Turkey Expansion 5089,KINDLE CONTENT,Intl Retail - Other
CR_ID,5101,Echo Look Consumer Variable,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5107,Amazon Tickets Fixed,BUSINESS DEV AND CPC,Amazon Local
CR_ID,5111,Author Services,KINDLE CONTENT,GoodReads
CR_ID,5120,International Technology,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5121,Int Expansion - India/Cricket,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5122,Int Expansion - India/Junglee,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5123,Brazil Retail and Marketplace,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5124,Javari Tech,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5126,India - JV Corporate,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5127,Retail Wholesale,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5128,Retail Wholesale - Tech,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5129,Junglee Tech,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5130,Localization Platform Tech,KINDLE CONTENT,WW Retail Marketing
CR_ID,5131,CN Retail Tech,KINDLE CONTENT,WW Retail Marketing
CR_ID,5133,Customer Experience-India,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5134,Customer Shopping Exp-India,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5135,Payments - India,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5136,Amazon Retail India - ARIPL,KINDLE CONTENT,WW Retail Marketing
CR_ID,5138,Category Management-CE India,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5139,Applied Modeling and Data Sci,KINDLE DEVICE,App Store/ Games/ Cloud drive
CR_ID,5140,Alexa Data Services,KINDLE DEVICE,App Store/ Games/ Cloud drive
CR_ID,5141,Amazon Devices-Demand Planning,KINDLE DEVICE,Kindle Products
CR_ID,5142,Special conversion,DIGITAL,New Initiatives
CR_ID,5143,Kindle PM and Design,DIGITAL,Content Tech & Ops
CR_ID,5144,Amazon Education (Management),KINDLE DEVICE,Device Education
CR_ID,5145,Digital Content Mgt,DIGITAL,Kindle Content
CR_ID,5146,Alexa Excellence,KINDLE DEVICE,New Initiatives
CR_ID,5147,FireTV Business & Marketing,KINDLE DEVICE,Device Management
CR_ID,5148,Kindle Public Library Lending,KINDLE CONTENT,Kindle
CR_ID,5150,Retail Systems G&A,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5151,SCOT - Forecasting,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5152,Amzn Selection & Catalog Sys,E-COMMERCE PLATFORM,eCSCS
CR_ID,5153,Vendor Terms and Profitability,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5155,Tech Program Mgt,DIGITAL,Audible
CR_ID,5158,Digital Video Business,BUSINESS DEV AND CPC,Video/Studios
CR_ID,5160,Amazon Publishing,KINDLE CONTENT,Amazon Publishing
CR_ID,5162,Music - Product Mgmt,BUSINESS DEV AND CPC,Digital Music
CR_ID,5163,Digital Audio Product Ops,BUSINESS DEV AND CPC,Digital Music
CR_ID,5164,Amazon Devices Product Mgt,KINDLE DEVICE,Kindle China
CR_ID,5165,Digital Management,KINDLE DEVICE,Kindle Device Management
CR_ID,5166,Alexa Tech Support,DIGITAL,Device Software
CR_ID,5167,Device Software & QA - Mgt,DIGITAL,Device Software
CR_ID,5168,Device Variable (TRMS),DIGITAL,Device Software
CR_ID,5169,Cross Platform Mgt,KINDLE CONTENT,Kindle China
CR_ID,5170,Content Demand - Mgt,KINDLE CONTENT,Content Store
CR_ID,5171,Self Publishing,KINDLE CONTENT,Independent Publishing
CR_ID,5172,SGX Product and Program,DIGITAL,Kindle Content
CR_ID,5173,Kindle Content Operations,KINDLE CONTENT,Content Tech & Ops
CR_ID,5174,Amazon Devices - Emerging,KINDLE DEVICE,New Initiatives
CR_ID,5175,Canada Team,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5177,SW-IoT & Mobile Products,KINDLE DEVICE,Device Software
CR_ID,5178,KDK - Mgt,DIGITAL,App Store/ Games/ Cloud drive
CR_ID,5179,DDV Prime Video Movies-Buss,BUSINESS DEV AND CPC,Video/Studios
CR_ID,5182,Vendor Self Service,NORTH AMERICA RETAIL,WW Retail Systems
CR_ID,5183,Alexa Experience and Devices,KINDLE DEVICE,App Store/ Games/ Cloud drive
